ts,mem_used_mib
2026-08-10T17:46:30+00:00,20307
2026-08-10T17:46:40+00:00,20307
2026-08-10T17:46:50+00:00,20307
2026-08-10T17:47:00+00:00,20307
2026-08-10T17:47:10+00:00,20307
2026-08-10T17:47:20+00:00,20307
2026-08-10T17:47:30+00:00,20307
2026-08-10T17:47:40+00:00,20307
2026-08-10T17:47:50+00:00,20307
2026-08-10T17:48:00+00:00,20307
2026-08-10T17:48:10+00:00,20307
2026-08-10T17:48:20+00:00,20307
2026-08-10T17:48:30+00:00,20307
2026-08-10T17:48:40+00:00,20307
2026-08-10T17:48:50+00:00,20307
2026-08-10T17:49:00+00:00,20307
2026-08-10T17:49:10+00:00,20307
2026-08-10T17:49:20+00:00,20307
2026-08-10T17:49:30+00:00,20307
2026-08-10T17:49:41+00:00,20307
2026-08-10T17:49:51+00:00,20307
2026-08-10T17:50:01+00:00,20307
2026-08-10T17:50:11+00:00,20307
2026-08-10T17:50:21+00:00,20307
2026-08-10T17:50:31+00:00,20307
2026-08-10T17:50:41+00:00,20307
2026-08-10T17:50:51+00:00,20307
2026-08-10T17:51:01+00:00,20307
2026-08-10T17:51:11+00:00,20307
2026-08-10T17:51:21+00:00,20307
2026-08-10T17:51:31+00:00,20307
2026-08-10T17:51:41+00:00,20307
2026-08-10T17:51:51+00:00,20307
2026-08-10T17:52:01+00:00,20307
2026-08-10T17:52:11+00:00,20307
2026-08-10T17:52:21+00:00,20307
2026-08-10T17:52:31+00:00,20307
2026-08-10T17:52:41+00:00,20307
2026-08-10T17:52:51+00:00,20307
2026-08-10T17:53:01+00:00,20307
2026-08-10T17:53:11+00:00,20307
2026-08-10T17:53:21+00:00,20307
2026-08-10T17:53:31+00:00,20307
2026-08-10T17:53:41+00:00,20307
2026-08-10T17:53:51+00:00,20307
2026-08-10T17:54:01+00:00,20307
2026-08-10T17:54:11+00:00,20307
2026-08-10T17:54:21+00:00,20307
2026-08-10T17:54:31+00:00,20307
2026-08-10T17:54:42+00:00,20307
2026-08-10T17:54:52+00:00,20307
2026-08-10T17:55:02+00:00,20307
2026-08-10T17:55:12+00:00,20307
2026-08-10T17:55:22+00:00,20307
2026-08-10T17:55:32+00:00,20307
2026-08-10T17:55:42+00:00,20307
2026-08-10T17:55:52+00:00,20307
2026-08-10T17:56:02+00:00,20307
2026-08-10T17:56:12+00:00,20307
2026-08-10T17:56:22+00:00,20307
2026-08-10T17:56:32+00:00,20307
2026-08-10T17:56:42+00:00,20307
2026-08-10T17:56:52+00:00,20307
2026-08-10T17:57:02+00:00,20307
2026-08-10T17:57:12+00:00,20307
2026-08-10T17:57:22+00:00,20307
2026-08-10T17:57:32+00:00,20307
2026-08-10T17:57:42+00:00,20307
2026-08-10T17:57:52+00:00,20307
2026-08-10T17:58:02+00:00,20307
2026-08-10T17:58:12+00:00,20307
2026-08-10T17:58:22+00:00,20307
2026-08-10T17:58:32+00:00,20307
2026-08-10T17:58:42+00:00,20307
2026-08-10T17:58:52+00:00,20307
2026-08-10T17:59:02+00:00,20307
2026-08-10T17:59:12+00:00,20307
2026-08-10T17:59:22+00:00,20307
2026-08-10T17:59:33+00:00,20307
2026-08-10T17:59:43+00:00,20307
2026-08-10T17:59:53+00:00,20307
2026-08-10T18:00:03+00:00,20307
2026-08-10T18:00:13+00:00,20307
2026-08-10T18:00:23+00:00,20307
2026-08-10T18:00:33+00:00,20307
2026-08-10T18:00:43+00:00,20307
2026-08-10T18:00:53+00:00,20307
2026-08-10T18:01:03+00:00,20307
2026-08-10T18:01:13+00:00,20307
2026-08-10T18:01:23+00:00,20307
2026-08-10T18:01:33+00:00,20307
2026-08-10T18:01:43+00:00,20307
2026-08-10T18:01:53+00:00,20307
2026-08-10T18:02:03+00:00,20307
2026-08-10T18:02:13+00:00,20307
2026-08-10T18:02:23+00:00,20307
2026-08-10T18:02:33+00:00,20307
2026-08-10T18:02:43+00:00,20307
2026-08-10T18:02:53+00:00,20307
2026-08-10T18:03:03+00:00,20307
2026-08-10T18:03:13+00:00,20307
2026-08-10T18:03:23+00:00,20307
2026-08-10T18:03:33+00:00,20307
2026-08-10T18:03:43+00:00,20307
2026-08-10T18:03:53+00:00,20307
2026-08-10T18:04:03+00:00,20307
2026-08-10T18:04:13+00:00,20307
2026-08-10T18:04:23+00:00,20307
2026-08-10T18:04:34+00:00,20307
2026-08-10T18:04:44+00:00,20307
2026-08-10T18:04:54+00:00,20307
2026-08-10T18:05:04+00:00,20307
2026-08-10T18:05:14+00:00,20307
2026-08-10T18:05:24+00:00,20307
2026-08-10T18:05:34+00:00,20307
2026-08-10T18:05:44+00:00,20307
2026-08-10T18:05:54+00:00,20307
2026-08-10T18:06:04+00:00,20307
2026-08-10T18:06:14+00:00,20307
2026-08-10T18:06:24+00:00,20307
2026-08-10T18:06:34+00:00,20307
2026-08-10T18:06:44+00:00,20307
2026-08-10T18:06:54+00:00,20307
2026-08-10T18:07:04+00:00,20307
2026-08-10T18:07:14+00:00,20307
2026-08-10T18:07:24+00:00,20307
2026-08-10T18:07:34+00:00,20307
2026-08-10T18:07:44+00:00,20307
2026-08-10T18:07:54+00:00,20307
2026-08-10T18:08:04+00:00,20307
2026-08-10T18:08:14+00:00,20307
2026-08-10T18:08:24+00:00,20307
2026-08-10T18:08:34+00:00,20307
2026-08-10T18:08:44+00:00,20307
2026-08-10T18:08:54+00:00,20307
2026-08-10T18:09:04+00:00,20307
2026-08-10T18:09:14+00:00,20307
2026-08-10T18:09:24+00:00,20307
2026-08-10T18:09:35+00:00,20307
2026-08-10T18:09:45+00:00,20307
2026-08-10T18:09:55+00:00,20307
2026-08-10T18:10:05+00:00,20307
2026-08-10T18:10:15+00:00,20307
2026-08-10T18:10:25+00:00,20307
2026-08-10T18:10:35+00:00,20307
2026-08-10T18:10:45+00:00,20307
2026-08-10T18:10:55+00:00,20307
2026-08-10T18:11:05+00:00,20307
2026-08-10T18:11:15+00:00,20307
2026-08-10T18:11:25+00:00,20307
2026-08-10T18:11:35+00:00,20307
2026-08-10T18:11:45+00:00,20307
2026-08-10T18:11:55+00:00,20307
2026-08-10T18:12:05+00:00,20307
2026-08-10T18:12:15+00:00,20307
2026-08-10T18:12:25+00:00,20307
2026-08-10T18:12:35+00:00,19779
2026-08-10T18:12:45+00:00,3
2026-08-10T18:12:55+00:00,0
2026-08-10T18:13:05+00:00,0
2026-08-10T18:13:15+00:00,0
2026-08-10T18:13:25+00:00,0
2026-08-10T18:13:35+00:00,0
2026-08-10T18:13:45+00:00,0
2026-08-10T18:13:55+00:00,0
2026-08-10T18:14:05+00:00,0
2026-08-10T18:14:15+00:00,0
2026-08-10T18:14:25+00:00,0
2026-08-10T18:14:35+00:00,0
2026-08-10T18:14:46+00:00,0
2026-08-10T18:14:56+00:00,0
2026-08-10T18:15:06+00:00,0
2026-08-10T18:15:16+00:00,0
